Port Name,State,Port Code,Border,Date,Container,Nos People,Location
Sault Sainte Marie,Michigan,3803,US-Canada Border,11/1/18 0:00,Bus Passengers,546,POINT (-84.29889 46.47028)
Progreso,Texas,2309,US-Mexico Border,11/1/18 0:00,Truck Containers Full,1632,POINT (-97.94889 26.061670000000003)
Calais,Maine,115,US-Canada Border,11/1/18 0:00,Personal Vehicles,49351,POINT (-67.27917 45.18889)
Neche,North Dakota,3404,US-Canada Border,11/1/18 0:00,Truck Containers Full,142,POINT (-97.55444 48.98611)
Vanceboro,Maine,105,US-Canada Border,11/1/18 0:00,Truck Containers Empty,42,POINT (-67.42955 45.55984)
Richford,Vermont,203,US-Canada Border,11/1/18 0:00,Truck Containers Empty,221,POINT (-72.67832000000001 44.98588)
Wildhorse,Montana,3323,US-Canada Border,11/1/18 0:00,Truck Containers Full,92,POINT (-109.67761 48.54863)
Calais,Maine,115,US-Canada Border,11/1/18 0:00,Rail Containers Empty,65,POINT (-67.27917 45.18889)
Santa Teresa,New Mexico,2408,US-Mexico Border,11/1/18 0:00,Truck Containers Empty,1469,POINT (-106.67903 31.850000000000005)
Blaine,Washington,3004,US-Canada Border,11/1/18 0:00,Bus Passengers,14520,POINT (-122.74583 48.99389)
Porthill,Idaho,3308,US-Canada Border,11/1/18 0:00,Personal Vehicles,9017,POINT (-116.49828 48.99282)
Limestone,Maine,118,US-Canada Border,11/1/18 0:00,Trucks,51,POINT (-67.82708 46.90941)
Grand Portage,Minnesota,3613,US-Canada Border,11/1/18 0:00,Buses,67,POINT (-89.68472000000001 47.96389)
Eagle Pass,Texas,2303,US-Mexico Border,11/1/18 0:00,Trucks,14819,POINT (-100.49917 28.70889)
Baudette,Minnesota,3424,US-Canada Border,11/1/18 0:00,Truck Containers Full,17,POINT (-94.72512 48.70731)
Ferry,Washington,3013,US-Canada Border,11/1/18 0:00,Truck Containers Full,88,POINT (-118.58774 48.88627)
Otay Mesa,California,2506,US-Mexico Border,11/1/18 0:00,Trucks,81508,POINT (-117.05333 32.57333)
Hidalgo,Texas,2305,US-Mexico Border,11/1/18 0:00,Truck Containers Empty,15503,POINT (-98.26278 26.1)
Vanceboro,Maine,105,US-Canada Border,11/1/18 0:00,Trucks,42,POINT (-67.42955 45.55984)
Houlton,Maine,106,US-Canada Border,11/1/18 0:00,Buses,53,POINT (-67.84083 46.12611)
Calexico,California,2503,US-Mexico Border,11/1/18 0:00,Personal Vehicle Passengers,723647,POINT (-115.49806000000001 32.67889)
Buffalo-Niagara Falls,New York,901,US-Canada Border,11/1/18 0:00,Truck Containers Empty,17054,POINT (-79.05694 43.09444)
Santa Teresa,New Mexico,2408,US-Mexico Border,11/1/18 0:00,Personal Vehicle Passengers,91282,POINT (-106.67903 31.850000000000005)
Northgate,North Dakota,3406,US-Canada Border,11/1/18 0:00,Train Passengers,54,POINT (-102.39634 48.89848)
Madawaska,Maine,109,US-Canada Border,11/1/18 0:00,Personal Vehicles,29435,POINT (-68.3271 47.35446)
Calais,Maine,115,US-Canada Border,11/1/18 0:00,Train Passengers,30,POINT (-67.27917 45.18889)
Derby Line,Vermont,209,US-Canada Border,11/1/18 0:00,Bus Passengers,2418,POINT (-72.09944 45.005)
Morgan,Montana,3319,US-Canada Border,11/1/18 0:00,Trucks,23,POINT (-107.85719 48.78541)
Dalton Cache,Alaska,3106,US-Canada Border,11/1/18 0:00,Truck Containers Full,11,POINT (-135.40995 59.10606000000001)
Lynden,Washington,3023,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,79688,POINT (-122.44316000000002 48.94802)
Westhope,North Dakota,3419,US-Canada Border,11/1/18 0:00,Trucks,725,POINT (-101.02001 48.9094)
Skagway,Alaska,3103,US-Canada Border,11/1/18 0:00,Personal Vehicles,518,POINT (-135.30656 59.47196999999999)
Vanceboro,Maine,105,US-Canada Border,11/1/18 0:00,Trains,24,POINT (-67.42955 45.55984)
Sarles,North Dakota,3409,US-Canada Border,11/1/18 0:00,Truck Containers Full,89,POINT (-98.99457 48.941050000000004)
Roma,Texas,2310,US-Mexico Border,11/1/18 0:00,Personal Vehicle Passengers,123317,POINT (-99.01833 26.40361)
Progreso,Texas,2309,US-Mexico Border,11/1/18 0:00,Personal Vehicle Passengers,233387,POINT (-97.94889 26.061670000000003)
Sweetgrass,Montana,3310,US-Canada Border,11/1/18 0:00,Truck Containers Full,9666,POINT (-111.95972 48.99611000000001)
Buffalo-Niagara Falls,New York,901,US-Canada Border,11/1/18 0:00,Bus Passengers,32261,POINT (-79.05694 43.09444)
San Ysidro,California,2504,US-Mexico Border,11/1/18 0:00,Buses,2296,POINT (-117.02666999999998 32.54306)
Northgate,North Dakota,3406,US-Canada Border,11/1/18 0:00,Rail Containers Full,828,POINT (-102.39634 48.89848)
Warroad,Minnesota,3423,US-Canada Border,11/1/18 0:00,Trucks,324,POINT (-95.3261 48.89625)
Oroville,Washington,3019,US-Canada Border,11/1/18 0:00,Pedestrians,28,POINT (-119.43444 48.93917)
Sweetgrass,Montana,3310,US-Canada Border,11/1/18 0:00,Personal Vehicles,15507,POINT (-111.95972 48.99611000000001)
Trout River,New York,715,US-Canada Border,11/1/18 0:00,Truck Containers Empty,612,POINT (-73.44253 44.990010000000005)
Buffalo-Niagara Falls,New York,901,US-Canada Border,11/1/18 0:00,Truck Containers Full,62127,POINT (-79.05694 43.09444)
Sumas,Washington,3009,US-Canada Border,11/1/18 0:00,Bus Passengers,1108,POINT (-122.26361 49.00028)
Friday Harbor,Washington,3014,US-Canada Border,11/1/18 0:00,Personal Vehicles,164,POINT (-123.01415 48.53231)
Piegan,Montana,3316,US-Canada Border,11/1/18 0:00,Personal Vehicles,3750,POINT (-113.43406 48.85152)
Point Roberts,Washington,3017,US-Canada Border,11/1/18 0:00,Trucks,1044,POINT (-123.07994 48.96978)
San Ysidro,California,2504,US-Mexico Border,11/1/18 0:00,Personal Vehicles,1090239,POINT (-117.02666999999998 32.54306)
Alcan,Alaska,3104,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,2495,POINT (-142.98928 63.33693)
Carbury,North Dakota,3421,US-Canada Border,11/1/18 0:00,Truck Containers Empty,76,POINT (-100.68648 48.90957)
Sumas,Washington,3009,US-Canada Border,11/1/18 0:00,Rail Containers Empty,345,POINT (-122.26361 49.00028)
Naco,Arizona,2603,US-Mexico Border,11/1/18 0:00,Trucks,197,POINT (-109.9475 31.335280000000004)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,11/1/18 0:00,Rail Containers Empty,173,POINT (-73.10583 44.979440000000004)
Sault Sainte Marie,Michigan,3803,US-Canada Border,11/1/18 0:00,Train Passengers,62,POINT (-84.29889 46.47028)
Sault Sainte Marie,Michigan,3803,US-Canada Border,11/1/18 0:00,Truck Containers Empty,736,POINT (-84.29889 46.47028)
Wildhorse,Montana,3323,US-Canada Border,11/1/18 0:00,Trucks,82,POINT (-109.67761 48.54863)
Dalton Cache,Alaska,3106,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,923,POINT (-135.40995 59.10606000000001)
Ogdensburg,New York,701,US-Canada Border,11/1/18 0:00,Trucks,3487,POINT (-75.48167 44.70667)
Van Buren,Maine,108,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,15392,POINT (-67.94271 47.16207)
Jackman,Maine,104,US-Canada Border,11/1/18 0:00,Trains,21,POINT (-70.255 45.62389)
El Paso,Texas,2402,US-Mexico Border,11/1/18 0:00,Trucks,70739,POINT (-106.48639 31.758610000000004)
Neche,North Dakota,3404,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,4399,POINT (-97.55444 48.98611)
Carbury,North Dakota,3421,US-Canada Border,11/1/18 0:00,Truck Containers Full,139,POINT (-100.68648 48.90957)
Hannah,North Dakota,3408,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,120,POINT (-98.701 48.97029)
Hidalgo,Texas,2305,US-Mexico Border,11/1/18 0:00,Truck Containers Full,38896,POINT (-98.26278 26.1)
Del Rio,Texas,2302,US-Mexico Border,11/1/18 0:00,Personal Vehicle Passengers,252952,POINT (-100.89639 29.3625)
Richford,Vermont,203,US-Canada Border,11/1/18 0:00,Train Passengers,18,POINT (-72.67832000000001 44.98588)
Detroit,Michigan,3801,US-Canada Border,11/1/18 0:00,Bus Passengers,7817,POINT (-83.10222 42.38306000000001)
Porthill,Idaho,3308,US-Canada Border,11/1/18 0:00,Trucks,373,POINT (-116.49828 48.99282)
Maida,North Dakota,3416,US-Canada Border,11/1/18 0:00,Personal Vehicles,376,POINT (-98.36953 48.98568)
Laurier,Washington,3016,US-Canada Border,11/1/18 0:00,Rail Containers Full,112,POINT (-118.22302 48.99892)
San Luis,Arizona,2608,US-Mexico Border,11/1/18 0:00,Personal Vehicles,248285,POINT (-114.78139000000002 32.48694)
Oroville,Washington,3019,US-Canada Border,11/1/18 0:00,Personal Vehicles,13654,POINT (-119.43444 48.93917)
Friday Harbor,Washington,3014,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,340,POINT (-123.01415 48.53231)
Tecate,California,2505,US-Mexico Border,11/1/18 0:00,Trucks,4919,POINT (-116.62667 32.57722)
Detroit,Michigan,3801,US-Canada Border,11/1/18 0:00,Rail Containers Empty,3659,POINT (-83.10222 42.38306000000001)
Nogales,Arizona,2604,US-Mexico Border,11/1/18 0:00,Buses,755,POINT (-110.93361 31.340279999999996)
Sault Sainte Marie,Michigan,3803,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,84492,POINT (-84.29889 46.47028)
Lynden,Washington,3023,US-Canada Border,11/1/18 0:00,Trucks,3553,POINT (-122.44316000000002 48.94802)
Laredo,Texas,2304,US-Mexico Border,11/1/18 0:00,Trains,370,POINT (-99.50722 27.50611)
Limestone,Maine,118,US-Canada Border,11/1/18 0:00,Truck Containers Empty,50,POINT (-67.82708 46.90941)
Jackman,Maine,104,US-Canada Border,11/1/18 0:00,Personal Vehicles,7145,POINT (-70.255 45.62389)
Portal,North Dakota,3403,US-Canada Border,11/1/18 0:00,Trains,164,POINT (-102.54917 48.99583)
Laurier,Washington,3016,US-Canada Border,11/1/18 0:00,Rail Containers Empty,23,POINT (-118.22302 48.99892)
Portal,North Dakota,3403,US-Canada Border,11/1/18 0:00,Truck Containers Empty,1526,POINT (-102.54917 48.99583)
Fort Kent,Maine,110,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,11343,POINT (-68.58458 47.26878)
Laurier,Washington,3016,US-Canada Border,11/1/18 0:00,Bus Passengers,26,POINT (-118.22302 48.99892)
Fort Fairfield,Maine,107,US-Canada Border,11/1/18 0:00,Personal Vehicles,6463,POINT (-67.82965 46.76891)
Sarles,North Dakota,3409,US-Canada Border,11/1/18 0:00,Buses,7,POINT (-98.99457 48.941050000000004)
Turner,Montana,3306,US-Canada Border,11/1/18 0:00,Personal Vehicles,631,POINT (-108.40599 48.84361)
Otay Mesa,California,2506,US-Mexico Border,11/1/18 0:00,Buses,2802,POINT (-117.05333 32.57333)
Grand Portage,Minnesota,3613,US-Canada Border,11/1/18 0:00,Truck Containers Empty,315,POINT (-89.68472000000001 47.96389)
Raymond,Montana,3301,US-Canada Border,11/1/18 0:00,Truck Containers Empty,202,POINT (-104.575 48.99667)
Sault Sainte Marie,Michigan,3803,US-Canada Border,11/1/18 0:00,Trains,31,POINT (-84.29889 46.47028)
Roma,Texas,2310,US-Mexico Border,11/1/18 0:00,Pedestrians,21140,POINT (-99.01833 26.40361)
Santa Teresa,New Mexico,2408,US-Mexico Border,11/1/18 0:00,Trucks,9278,POINT (-106.67903 31.850000000000005)
San Luis,Arizona,2608,US-Mexico Border,11/1/18 0:00,Truck Containers Empty,777,POINT (-114.78139000000002 32.48694)
Del Bonita,Montana,3322,US-Canada Border,11/1/18 0:00,Trucks,23,POINT (-112.32481 48.63274)
Hansboro,North Dakota,3415,US-Canada Border,11/1/18 0:00,Truck Containers Full,10,POINT (-99.38250000000001 48.95)
Laredo,Texas,2304,US-Mexico Border,11/1/18 0:00,Truck Containers Full,142640,POINT (-99.50722 27.50611)
Blaine,Washington,3004,US-Canada Border,11/1/18 0:00,Train Passengers,4986,POINT (-122.74583 48.99389)
Anacortes,Washington,3010,US-Canada Border,11/1/18 0:00,Buses,1,POINT (-122.61738999999999 48.49988)
Houlton,Maine,106,US-Canada Border,11/1/18 0:00,Truck Containers Full,6052,POINT (-67.84083 46.12611)
Vanceboro,Maine,105,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,2369,POINT (-67.42955 45.55984)
Roseau,Minnesota,3426,US-Canada Border,11/1/18 0:00,Truck Containers Empty,201,POINT (-95.81074 48.77518)
Rio Grande City,Texas,2307,US-Mexico Border,11/1/18 0:00,Truck Containers Empty,625,POINT (-98.82 26.37944)
El Paso,Texas,2402,US-Mexico Border,11/1/18 0:00,Train Passengers,690,POINT (-106.48639 31.758610000000004)
Point Roberts,Washington,3017,US-Canada Border,11/1/18 0:00,Personal Vehicles,69039,POINT (-123.07994 48.96978)
Jackman,Maine,104,US-Canada Border,11/1/18 0:00,Rail Containers Empty,817,POINT (-70.255 45.62389)
Laurier,Washington,3016,US-Canada Border,11/1/18 0:00,Truck Containers Full,218,POINT (-118.22302 48.99892)
Derby Line,Vermont,209,US-Canada Border,11/1/18 0:00,Personal Vehicles,28505,POINT (-72.09944 45.005)
Northgate,North Dakota,3406,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,1951,POINT (-102.39634 48.89848)
Skagway,Alaska,3103,US-Canada Border,11/1/18 0:00,Trucks,153,POINT (-135.30656 59.47196999999999)
Rio Grande City,Texas,2307,US-Mexico Border,11/1/18 0:00,Truck Containers Full,2774,POINT (-98.82 26.37944)
Roseau,Minnesota,3426,US-Canada Border,11/1/18 0:00,Trucks,277,POINT (-95.81074 48.77518)
Houlton,Maine,106,US-Canada Border,11/1/18 0:00,Pedestrians,21,POINT (-67.84083 46.12611)
Fortuna,North Dakota,3417,US-Canada Border,11/1/18 0:00,Trucks,347,POINT (-103.77906 48.91086)
Ogdensburg,New York,701,US-Canada Border,11/1/18 0:00,Buses,23,POINT (-75.48167 44.70667)
Sarles,North Dakota,3409,US-Canada Border,11/1/18 0:00,Personal Vehicles,246,POINT (-98.99457 48.941050000000004)
Lynden,Washington,3023,US-Canada Border,11/1/18 0:00,Personal Vehicles,41312,POINT (-122.44316000000002 48.94802)
Douglas,Arizona,2601,US-Mexico Border,11/1/18 0:00,Personal Vehicle Passengers,237981,POINT (-109.54472 31.344439999999995)
Hidalgo,Texas,2305,US-Mexico Border,11/1/18 0:00,Bus Passengers,22680,POINT (-98.26278 26.1)
Baudette,Minnesota,3424,US-Canada Border,11/1/18 0:00,Trucks,285,POINT (-94.72512 48.70731)
St. John,North Dakota,3405,US-Canada Border,11/1/18 0:00,Trucks,146,POINT (-99.71915 48.94208)
Sumas,Washington,3009,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,109651,POINT (-122.26361 49.00028)
Morgan,Montana,3319,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,790,POINT (-107.85719 48.78541)
Eastport,Maine,103,US-Canada Border,11/1/18 0:00,Trucks,229,POINT (-66.99387 44.90357)
Calais,Maine,115,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,81525,POINT (-67.27917 45.18889)
Northgate,North Dakota,3406,US-Canada Border,11/1/18 0:00,Trains,18,POINT (-102.39634 48.89848)
Hidalgo,Texas,2305,US-Mexico Border,11/1/18 0:00,Pedestrians,181447,POINT (-98.26278 26.1)
Dunseith,North Dakota,3422,US-Canada Border,11/1/18 0:00,Bus Passengers,163,POINT (-100.05863 48.81369)
Lancaster,Minnesota,3430,US-Canada Border,11/1/18 0:00,Truck Containers Full,64,POINT (-96.82024 48.84911000000001)
Presidio,Texas,2403,US-Mexico Border,11/1/18 0:00,Bus Passengers,192,POINT (-104.37167 29.56056)
Point Roberts,Washington,3017,US-Canada Border,11/1/18 0:00,Buses,34,POINT (-123.07994 48.96978)
Brownsville,Texas,2301,US-Mexico Border,11/1/18 0:00,Trains,69,POINT (-97.49722 25.90139)
Norton,Vermont,211,US-Canada Border,11/1/18 0:00,Truck Containers Full,844,POINT (-71.79528000000002 45.01)
Roosville,Montana,3318,US-Canada Border,11/1/18 0:00,Trucks,952,POINT (-115.04512000000001 48.88171)
Presidio,Texas,2403,US-Mexico Border,11/1/18 0:00,Pedestrians,19983,POINT (-104.37167 29.56056)
Dunseith,North Dakota,3422,US-Canada Border,11/1/18 0:00,Trucks,1641,POINT (-100.05863 48.81369)
Sweetgrass,Montana,3310,US-Canada Border,11/1/18 0:00,Pedestrians,176,POINT (-111.95972 48.99611000000001)
Presidio,Texas,2403,US-Mexico Border,11/1/18 0:00,Truck Containers Empty,126,POINT (-104.37167 29.56056)
Tecate,California,2505,US-Mexico Border,11/1/18 0:00,Personal Vehicle Passengers,169669,POINT (-116.62667 32.57722)
San Luis,Arizona,2608,US-Mexico Border,11/1/18 0:00,Buses,18,POINT (-114.78139000000002 32.48694)
Portal,North Dakota,3403,US-Canada Border,11/1/18 0:00,Bus Passengers,860,POINT (-102.54917 48.99583)
Derby Line,Vermont,209,US-Canada Border,11/1/18 0:00,Buses,84,POINT (-72.09944 45.005)
Lynden,Washington,3023,US-Canada Border,11/1/18 0:00,Buses,3,POINT (-122.44316000000002 48.94802)
Warroad,Minnesota,3423,US-Canada Border,11/1/18 0:00,Buses,38,POINT (-95.3261 48.89625)
Opheim,Montana,3317,US-Canada Border,11/1/18 0:00,Personal Vehicles,204,POINT (-106.40265 48.85574)
Eastport,Idaho,3302,US-Canada Border,11/1/18 0:00,Bus Passengers,95,POINT (-116.18027999999998 48.99944)
Beecher Falls,Vermont,206,US-Canada Border,11/1/18 0:00,Truck Containers Full,116,POINT (-71.49664 45.00808)
Raymond,Montana,3301,US-Canada Border,11/1/18 0:00,Truck Containers Full,1600,POINT (-104.575 48.99667)
Tornillo-Fabens,Texas,2404,US-Mexico Border,11/1/18 0:00,Personal Vehicles,35149,POINT (-106.15806 31.502219999999998)
Skagway,Alaska,3103,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,980,POINT (-135.30656 59.47196999999999)
Tornillo-Fabens,Texas,2404,US-Mexico Border,11/1/18 0:00,Personal Vehicle Passengers,68392,POINT (-106.15806 31.502219999999998)
Cross Border Xpress,California,2582,US-Mexico Border,11/1/18 0:00,Pedestrians,121049,POINT (-116.975 32.54722)
Massena,New York,704,US-Canada Border,11/1/18 0:00,Pedestrians,20,POINT (-74.74 44.98944)
Calexico East,California,2507,US-Mexico Border,11/1/18 0:00,Truck Containers Full,16914,POINT (-115.48433000000001 32.67524)
Rio Grande City,Texas,2307,US-Mexico Border,11/1/18 0:00,Trucks,3174,POINT (-98.82 26.37944)
Metaline Falls,Washington,3025,US-Canada Border,11/1/18 0:00,Truck Containers Empty,524,POINT (-117.36037000000002 48.85798)
Noonan,North Dakota,3420,US-Canada Border,11/1/18 0:00,Personal Vehicles,2002,POINT (-103.00333 48.88232)
Calais,Maine,115,US-Canada Border,11/1/18 0:00,Truck Containers Empty,1594,POINT (-67.27917 45.18889)
Columbus,New Mexico,2406,US-Mexico Border,11/1/18 0:00,Bus Passengers,1212,POINT (-107.63944 31.827499999999997)
Roma,Texas,2310,US-Mexico Border,11/1/18 0:00,Truck Containers Full,112,POINT (-99.01833 26.40361)
Eastport,Idaho,3302,US-Canada Border,11/1/18 0:00,Personal Vehicles,4128,POINT (-116.18027999999998 48.99944)
Hannah,North Dakota,3408,US-Canada Border,11/1/18 0:00,Personal Vehicles,79,POINT (-98.701 48.97029)
Maida,North Dakota,3416,US-Canada Border,11/1/18 0:00,Trucks,189,POINT (-98.36953 48.98568)
Scobey,Montana,3309,US-Canada Border,11/1/18 0:00,Trucks,24,POINT (-105.44272 48.80707)
Grand Portage,Minnesota,3613,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,26094,POINT (-89.68472000000001 47.96389)
Frontier,Washington,3020,US-Canada Border,11/1/18 0:00,Buses,4,POINT (-117.78134000000001 48.910160000000005)
Columbus,New Mexico,2406,US-Mexico Border,11/1/18 0:00,Trucks,2419,POINT (-107.63944 31.827499999999997)
Jackman,Maine,104,US-Canada Border,11/1/18 0:00,Bus Passengers,61,POINT (-70.255 45.62389)
Boundary,Washington,3015,US-Canada Border,11/1/18 0:00,Trains,21,POINT (-117.89655000000002 48.54648)
Roma,Texas,2310,US-Mexico Border,11/1/18 0:00,Buses,32,POINT (-99.01833 26.40361)
Lancaster,Minnesota,3430,US-Canada Border,11/1/18 0:00,Bus Passengers,41,POINT (-96.82024 48.84911000000001)
Richford,Vermont,203,US-Canada Border,11/1/18 0:00,Personal Vehicles,5683,POINT (-72.67832000000001 44.98588)
Roma,Texas,2310,US-Mexico Border,11/1/18 0:00,Trucks,725,POINT (-99.01833 26.40361)
Van Buren,Maine,108,US-Canada Border,11/1/18 0:00,Trucks,1245,POINT (-67.94271 47.16207)
Ogdensburg,New York,701,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,41960,POINT (-75.48167 44.70667)
Massena,New York,704,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,115344,POINT (-74.74 44.98944)
Sasabe,Arizona,2606,US-Mexico Border,11/1/18 0:00,Pedestrians,51,POINT (-111.54139 31.48861)
Massena,New York,704,US-Canada Border,11/1/18 0:00,Personal Vehicles,68638,POINT (-74.74 44.98944)
Houlton,Maine,106,US-Canada Border,11/1/18 0:00,Bus Passengers,1919,POINT (-67.84083 46.12611)
Brownsville,Texas,2301,US-Mexico Border,11/1/18 0:00,Bus Passengers,3667,POINT (-97.49722 25.90139)
Nighthawk,Washington,3011,US-Canada Border,11/1/18 0:00,Personal Vehicles,283,POINT (-119.63537999999998 48.82366)
Hansboro,North Dakota,3415,US-Canada Border,11/1/18 0:00,Personal Vehicle Passengers,958,POINT (-99.38250000000001 48.95)
